experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
Entry-level,Full-time,"Data Analyst",61520,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",225300,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",197400,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Insight Analyst",55368,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Mid-level,Full-time,"Insight Analyst",30760,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Data Engineer",266000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",152000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Science Manager",224000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Manager",165000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",255000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",169000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",169000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",91000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",136500,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",248100,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",145900,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Analyst",185100,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",133300,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",95000,Philippines,In-person,Philippines,M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",70000,Philippines,In-person,Philippines,M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",79976,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Mid-level,Full-time,"Data DevOps Engineer",95012,Germany,Hybrid,Germany,L,"Data Engineering"
Senior,Full-time,"Data Scientist",100000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Machine Learning Researcher",224400,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Researcher",138700,"United States",In-person,"United States",M,"Machine Learning and AI"
Executive,Full-time,"Data Engineer",168000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",224400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",138700,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Scientist",43064,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",36912,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",300000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Analytics Engineer",140000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Analytics Engineer",120000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Data Analyst",155000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",273400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",182200,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"BI Developer",167500,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"BI Developer",106500,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"Data Engineer",185900,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",129300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",122000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",94500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Analyst",176000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",223400,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",186200,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",167500,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Research Analyst",72000,"United States",Remote,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Analyst",64000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Analytics Engineer",179820,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Analytics Engineer",143860,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Research Scientist",283050,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",188700,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Engineer",141298,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Engineer",115607,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",266500,Canada,In-person,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",144400,Canada,In-person,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",71363,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Senior,Full-time,"Data Engineer",55368,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Senior,Full-time,"Research Scientist",287500,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",156000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Analyst",70000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",199000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",170884,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",113923,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",235750,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",174250,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",165000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",118800,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",225000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Machine Learning Engineer",213900,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",116800,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",226700,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",133300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",117000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Engineer",160000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Science Engineer",140000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",185900,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",129300,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",104000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",116000,"United States",Remote,"United States",M,"Data Engineering"
Mid-level,Full-time,"Research Scientist",220000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Scientist",180000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",215000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",253000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Quality Analyst",49216,"United Kingdom",Remote,"United Kingdom",M,"Data Quality and Operations"
Entry-level,Full-time,"Data Quality Analyst",36912,"United Kingdom",Remote,"United Kingdom",M,"Data Quality and Operations"
Senior,Full-time,"Data Scientist",147000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Product Manager",186000,"United States",In-person,"United States",M,"Leadership and Management"
Mid-level,Full-time,"Data Product Manager",161000,"United States",In-person,"United States",M,"Leadership and Management"
Senior,Full-time,"Machine Learning Engineer",205000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Analyst",137000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",110000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",172000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",99000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",52500,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Scientist",180514,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",108308,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",147000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",290300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",196685,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"AI Engineer",220000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"AI Engineer",176000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Architect",185000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Entry-level,Full-time,"MLOps Engineer",133000,"United States",In-person,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"MLOps Engineer",58300,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",110244,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",39372,"United Kingdom",In-person,"United Kingdom",M,"Data Engineering"
Entry-level,Full-time,"Data Scientist",43187,Spain,In-person,Spain,M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",31310,Spain,In-person,Spain,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",75577,Ireland,Hybrid,Ireland,L,"Data Science and Research"
Senior,Full-time,"Deep Learning Engineer",303387,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Deep Learning Engineer",100017,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",230300,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",124935,"South Africa",In-person,"South Africa",M,"Data Engineering"
Senior,Full-time,"Data Engineer",76050,"South Africa",In-person,"South Africa",M,"Data Engineering"
Senior,Full-time,"Data Scientist",224800,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",131100,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",258000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",171000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",196000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",121000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",195800,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",171500,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Modeler",166000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Mid-level,Full-time,"Data Modeler",73100,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Entry-level,Full-time,"Data Scientist",85000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",65000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",48585,Spain,In-person,Spain,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",38868,Spain,In-person,Spain,M,"Data Science and Research"
Mid-level,Full-time,"Research Engineer",220000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",110000,Poland,Remote,Poland,M,"Data Analysis"
Senior,Full-time,"Data Analyst",80000,Poland,Remote,Poland,M,"Data Analysis"
Senior,Full-time,"Data Analyst",36912,"United Kingdom",Remote,"United Kingdom",S,"Data Analysis"
Senior,Full-time,"Data Scientist",150200,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",167200,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",133000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",58400,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Product Owner",104584,"United Kingdom",In-person,"United Kingdom",M,"Leadership and Management"
Mid-level,Full-time,"Data Product Owner",73824,"United Kingdom",In-person,"United Kingdom",M,"Leadership and Management"
Senior,Full-time,"Machine Learning Engineer",306400,Canada,In-person,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",168700,Canada,In-person,Canada,M,"Machine Learning and AI"
Entry-level,Full-time,"Data Analyst",32974,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Data Scientist",190200,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",95100,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",294000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",266000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",167000,"United States",In-person,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"Data Analyst",163800,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",67672,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",55368,"United Kingdom",In-person,"United Kingdom",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",319000,"United States",Remote,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",142000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",266000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",167000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",178300,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",105400,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Research Scientist",240000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",210000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",154000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",126000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Scientist",240000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Scientist",157250,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",180000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Machine Learning Engineer",125000,"United States",Remote,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",250000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",202600,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",168800,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",203000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",127000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Business Intelligence Analyst",125009,"United States",Remote,"United States",M,"BI and Visualization"
Mid-level,Full-time,"Business Intelligence Analyst",83339,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Data Analyst",112200,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",91800,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"AI Developer",161952,France,Hybrid,France,M,"Machine Learning and AI"
Entry-level,Part-time,"Data Scientist",58300,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Engineer",254000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",159000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",85000,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Scientist",130500,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",116000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Analyst",81400,"United States",Remote,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Analyst",43500,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",190000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Research Scientist",165000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Engineer",305600,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",146600,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",275000,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",146400,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",258700,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",172500,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Business Intelligence Analyst",198200,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Analyst",110200,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"Machine Learning Researcher",166000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Researcher",73100,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Researcher",212000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Researcher",93300,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Engineer",167100,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",111400,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Scientist",166000,"United States",Remote,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",73100,"United States",Remote,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Analyst",170000,"United States",In-person,"United States",M,"Data Analysis"
Executive,Full-time,"Data Analyst",145000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Architect",170000,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",135000,"United States",Remote,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Machine Learning Engineer",226700,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",151100,Canada,Remote,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Data Engineer",247300,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Engineer",139700,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",188000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",139000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"ML Engineer",276000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"ML Engineer",174000,"United States",In-person,"United States",M,"Machine Learning and AI"
Executive,Full-time,"Analytics Engineer",250000,"United States",Remote,"United States",M,"Leadership and Management"
Executive,Full-time,"Analytics Engineer",210000,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Research Engineer",261500,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Research Engineer",134500,"United States",In-person,"United States",L,"Data Science and Research"
Senior,Full-time,"Data Architect",239000,"United States",In-person,"United States",L,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",122900,"United States",In-person,"United States",L,"Data Architecture and Modeling"
Senior,Full-time,"Data Scientist",158500,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"Data Scientist",115000,Canada,Remote,Canada,M,"Data Science and Research"
Senior,Full-time,"ML Engineer",331640,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"ML Engineer",267720,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Analyst",83000,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",66000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Data Scientist",224250,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",121550,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",109000,"United States",Remote,"United States",M,"Data Engineering"
Senior,Full-time,"Data Scientist",205400,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",92900,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"ML Engineer",220000,"United States",In-person,"United States",M,"Machine Learning and AI"
Entry-level,Full-time,"ML Engineer",130000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Scientist",160000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Business Intelligence Engineer",186030,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Business Intelligence Engineer",110200,"United States",Remote,"United States",M,"BI and Visualization"
Mid-level,Full-time,"Research Engineer",130000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Research Engineer",100000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",242000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",106200,"United States",In-person,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Scientist",220000,"United States",Remote,"United States",M,"Data Science and Research"
Executive,Full-time,"Data Scientist",120000,"United States",Remote,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Analyst",91200,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Analyst",58200,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",192000,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",178000,"United States",Remote,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Research Engineer",150000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Architect",206000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Architect",134000,"United States",In-person,"United States",M,"Data Architecture and Modeling"
Senior,Full-time,"Data Scientist",180000,"United States",Remote,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",106700,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",57700,"United States",In-person,"United States",M,"Data Engineering"
Senior,Full-time,"Machine Learning Engineer",266400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",173300,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Analyst",125000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Scientist",210400,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",170500,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",81536,"United States",Remote,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",193000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Analyst",158000,"United States",In-person,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",95000,"United States",Remote,"United States",M,"Data Analysis"
Mid-level,Full-time,"Data Analyst",115000,"United States",In-person,"United States",M,"Data Analysis"
Senior,Full-time,"Data Engineer",161900,"United States",In-person,"United States",M,"Data Engineering"
Mid-level,Full-time,"Data Analyst",80000,"United States",Remote,"United States",M,"Data Analysis"
Senior,Full-time,"Machine Learning Engineer",216600,Canada,In-person,Canada,M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",166000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",73100,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"ML Engineer",336300,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"ML Engineer",179000,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Machine Learning Engineer",159600,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Head of Data",258500,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Head of Data",226500,"United States",Remote,"United States",M,"Leadership and Management"
Senior,Full-time,"Research Scientist",118400,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"BI Analyst",160000,"United States",In-person,"United States",M,"BI and Visualization"
Mid-level,Full-time,"BI Analyst",140000,"United States",In-person,"United States",M,"BI and Visualization"
Senior,Full-time,"Machine Learning Engineer",93400,"United States",In-person,"United States",M,"Machine Learning and AI"
Senior,Full-time,"Data Scientist",172256,"United Kingdom",Remote,"United Kingdom",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",123040,"United Kingdom",Remote,"United Kingdom",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",219000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",116000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Machine Learning Scientist",250000,"United States",In-person,"United States",M,"Machine Learning and AI"
Mid-level,Full-time,"Data Scientist",91000,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Analyst",143000,Canada,Remote,Canada,M,"Data Analysis"
Senior,Full-time,"Data Analyst",78000,Canada,Remote,Canada,M,"Data Analysis"
Entry-level,Full-time,"Data Scientist",135000,"United States",In-person,"United States",M,"Data Science and Research"
Entry-level,Full-time,"Data Scientist",110000,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Engineer",142000,Canada,In-person,Canada,M,"Data Engineering"
Mid-level,Full-time,"Data Engineer",102200,Canada,In-person,Canada,M,"Data Engineering"
Senior,Full-time,"BI Analyst",202000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"BI Analyst",147000,"United States",Remote,"United States",M,"BI and Visualization"
Senior,Full-time,"Data Scientist",170625,"United States",In-person,"United States",M,"Data Science and Research"
Senior,Full-time,"Data Scientist",127950,"United States",In-person,"United States",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",123040,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Mid-level,Full-time,"Data Scientist",86128,"United Kingdom",In-person,"United Kingdom",M,"Data Science and Research"
Entry-level,Full-time,"Data Analyst",85256,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Analyst",71615,"United States",In-person,"United States",M,"Data Analysis"
Entry-level,Full-time,"Data Scientist",100000,"United States",In-person,"United States",L,"Data Science and Research"
Mid-level,Full-time,"Research Analyst",100000,"United States",In-person,"United States",S,"Data Science and Research"
Executive,Full-time,"Data Engineer",185000,"United States",In-person,"United States",M,"Data Engineering"
Executive,Full-time,"Data Engineer",125000,"United States",In-person,"United States",M,"Data Engineering"
Entry-level,Full-time,"Data Management Analyst",60000,"United States",Remote,"United States",M,"Data Management and Strategy"
Entry-level,Full-time,"Data Management Analyst",52000,"United States",Remote,"United States",M,"Data Management and Strategy"
